index,filename,time,temperature_K,pressure_GPa,press_load_ton,measurement_mode,live_time_sec,dead_time_pct,2theta_deg,heating_conditions,remark
0,A2308001,2022-07-31 10:26:03,310.61,1.0,10.0,Real,60.0,5.72,6.0,V(V)=5.01 C(A)=0.39 P(W)=1.97 R(OHM)=12.784,
1,A2308002,2022-07-31 10:28:57,310.33,1.0,10.0,Real,60.0,10.53,6.0,V(V)=5.02 C(A)=0.38 P(W)=1.91 R(OHM)=13.153,
2,A2308003,2022-07-31 16:00:19,300.15,0.0,0.0,Real,71.32,4.96,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
3,seq_0001,2022-07-31 10:41:12,311.48,1.0,10.0,Separate,54.22,10.53,6.0,V(V)=5.14 C(A)=0.41 P(W)=2.13 R(OHM)=12.396,
4,seq_0002,2022-07-31 10:42:13,395.0,1.0,10.0,Separate,53.52,10.53,6.0,V(V)=13.92 C(A)=1.28 P(W)=17.82 R(OHM)=10.870,
5,seq_0003,2022-07-31 10:43:13,473.26,1.0,10.0,Separate,54.12,10.53,6.0,V(V)=21.15 C(A)=1.54 P(W)=32.53 R(OHM)=13.745,
6,seq_0004,2022-07-31 10:44:13,473.1,1.0,10.0,Separate,54.59,10.53,6.0,V(V)=20.87 C(A)=1.56 P(W)=32.50 R(OHM)=13.404,
7,seq_0005,2022-07-31 10:45:13,473.14,1.0,10.0,Separate,55.06,10.53,6.0,V(V)=20.80 C(A)=1.56 P(W)=32.51 R(OHM)=13.306,
8,seq_0006,2022-07-31 10:46:13,473.13,1.0,10.0,Separate,55.25,10.53,6.0,V(V)=20.72 C(A)=1.57 P(W)=32.51 R(OHM)=13.207,
9,seq_0007,2022-07-31 10:47:13,473.21,1.0,10.0,Separate,55.77,10.53,6.0,V(V)=20.69 C(A)=1.57 P(W)=32.52 R(OHM)=13.163,
10,seq_0008,2022-07-31 10:48:13,473.17,1.0,10.0,Separate,55.72,10.53,6.0,V(V)=20.65 C(A)=1.57 P(W)=32.51 R(OHM)=13.121,
11,seq_0009,2022-07-31 10:49:13,473.14,1.01,10.14,Separate,56.45,10.53,6.0,V(V)=20.62 C(A)=1.58 P(W)=32.51 R(OHM)=13.083,
12,seq_0010,2022-07-31 10:50:13,473.13,1.08,10.79,Separate,56.05,10.53,6.0,V(V)=20.59 C(A)=1.58 P(W)=32.51 R(OHM)=13.043,
13,seq_0011,2022-07-31 10:51:13,473.21,1.14,11.44,Separate,56.68,10.53,6.0,V(V)=20.59 C(A)=1.58 P(W)=32.52 R(OHM)=13.037,
14,seq_0012,2022-07-31 10:52:13,473.21,1.21,12.09,Separate,56.61,10.53,6.0,V(V)=20.58 C(A)=1.58 P(W)=32.52 R(OHM)=13.021,
15,seq_0013,2022-07-31 10:53:14,473.18,1.28,12.75,Separate,56.31,10.53,6.0,V(V)=20.41 C(A)=1.59 P(W)=32.51 R(OHM)=12.815,
16,seq_0014,2022-07-31 10:54:13,473.06,1.34,13.39,Separate,56.17,10.53,6.0,V(V)=20.29 C(A)=1.60 P(W)=32.49 R(OHM)=12.667,
17,seq_0015,2022-07-31 10:55:13,473.09,1.4,14.04,Separate,56.28,10.53,6.0,V(V)=20.27 C(A)=1.60 P(W)=32.50 R(OHM)=12.645,
18,seq_0016,2022-07-31 10:56:13,473.1,1.47,14.69,Separate,56.28,10.53,6.0,V(V)=20.23 C(A)=1.61 P(W)=32.50 R(OHM)=12.587,
19,seq_0017,2022-07-31 10:57:13,473.19,1.53,15.34,Separate,56.39,10.53,6.0,V(V)=20.20 C(A)=1.61 P(W)=32.52 R(OHM)=12.554,
20,seq_0018,2022-07-31 10:58:14,473.09,1.6,16.01,Separate,56.24,10.53,6.0,V(V)=20.18 C(A)=1.61 P(W)=32.50 R(OHM)=12.536,
21,seq_0019,2022-07-31 10:59:13,473.04,1.66,16.64,Separate,56.32,10.53,6.0,V(V)=20.16 C(A)=1.61 P(W)=32.49 R(OHM)=12.506,
22,seq_0020,2022-07-31 11:00:14,472.99,1.73,17.31,Separate,55.9,10.53,6.0,V(V)=20.12 C(A)=1.61 P(W)=32.48 R(OHM)=12.464,
23,seq_0021,2022-07-31 11:01:13,473.01,1.79,17.95,Separate,55.87,10.53,6.0,V(V)=20.11 C(A)=1.62 P(W)=32.48 R(OHM)=12.446,
24,seq_0022,2022-07-31 11:02:13,473.02,1.86,18.6,Separate,56.23,10.53,6.0,V(V)=20.10 C(A)=1.62 P(W)=32.49 R(OHM)=12.434,
25,seq_0023,2022-07-31 11:03:14,473.09,1.93,19.26,Separate,55.88,10.53,6.0,V(V)=20.08 C(A)=1.62 P(W)=32.50 R(OHM)=12.409,
26,seq_0024,2022-07-31 11:04:13,473.25,1.99,19.9,Separate,55.88,10.53,6.0,V(V)=20.08 C(A)=1.62 P(W)=32.53 R(OHM)=12.399,
27,seq_0025,2022-07-31 11:05:13,473.18,2.05,20.55,Separate,55.87,10.53,6.0,V(V)=20.09 C(A)=1.62 P(W)=32.51 R(OHM)=12.409,
28,seq_0026,2022-07-31 11:06:13,473.28,2.12,21.2,Separate,55.9,10.53,6.0,V(V)=20.09 C(A)=1.62 P(W)=32.53 R(OHM)=12.405,
29,seq_0027,2022-07-31 11:07:13,473.21,2.18,21.85,Separate,55.53,10.53,6.0,V(V)=20.02 C(A)=1.62 P(W)=32.52 R(OHM)=12.319,
30,seq_0028,2022-07-31 11:08:13,473.22,2.25,22.5,Separate,55.59,10.53,6.0,V(V)=20.00 C(A)=1.63 P(W)=32.52 R(OHM)=12.302,
31,seq_0029,2022-07-31 11:09:13,473.19,2.31,23.15,Separate,55.18,10.53,6.0,V(V)=19.99 C(A)=1.63 P(W)=32.52 R(OHM)=12.283,
32,seq_0030,2022-07-31 11:10:13,473.18,2.38,23.8,Separate,55.15,10.53,6.0,V(V)=19.97 C(A)=1.63 P(W)=32.51 R(OHM)=12.262,
33,seq_0031,2022-07-31 11:11:13,473.35,2.44,24.45,Separate,54.71,10.53,6.0,V(V)=19.96 C(A)=1.63 P(W)=32.55 R(OHM)=12.242,
34,seq_0032,2022-07-31 11:12:13,473.21,2.51,25.1,Separate,54.27,10.53,6.0,V(V)=19.94 C(A)=1.63 P(W)=32.52 R(OHM)=12.227,
35,seq_0033,2022-07-31 11:13:13,473.28,2.58,25.75,Separate,54.06,10.53,6.0,V(V)=19.92 C(A)=1.63 P(W)=32.53 R(OHM)=12.196,
36,seq_0034,2022-07-31 11:14:13,473.31,2.64,26.4,Separate,53.87,10.53,6.0,V(V)=19.91 C(A)=1.63 P(W)=32.54 R(OHM)=12.187,
37,seq_0035,2022-07-31 11:15:13,473.26,2.71,27.05,Separate,53.43,10.53,6.0,V(V)=19.89 C(A)=1.64 P(W)=32.53 R(OHM)=12.163,
38,seq_0036,2022-07-31 11:16:13,473.23,2.77,27.7,Separate,53.31,10.53,6.0,V(V)=19.86 C(A)=1.64 P(W)=32.52 R(OHM)=12.131,
39,seq_0037,2022-07-31 11:17:13,473.28,2.84,28.35,Separate,53.46,10.53,6.0,V(V)=19.85 C(A)=1.64 P(W)=32.53 R(OHM)=12.108,
40,seq_0038,2022-07-31 11:18:13,473.31,2.9,29.0,Separate,53.31,10.53,6.0,V(V)=19.86 C(A)=1.64 P(W)=32.54 R(OHM)=12.118,
41,seq_0039,2022-07-31 11:19:13,473.19,2.97,29.65,Separate,53.63,10.53,6.0,V(V)=19.84 C(A)=1.64 P(W)=32.52 R(OHM)=12.111,
42,seq_0040,2022-07-31 11:20:14,473.31,3.03,30.31,Separate,54.01,10.53,6.0,V(V)=19.83 C(A)=1.64 P(W)=32.54 R(OHM)=12.086,
43,seq_0041,2022-07-31 11:21:13,473.34,3.1,30.95,Separate,54.8,10.53,6.0,V(V)=19.78 C(A)=1.65 P(W)=32.55 R(OHM)=12.018,
44,seq_0042,2022-07-31 11:22:13,473.31,3.16,31.6,Separate,55.51,10.53,6.0,V(V)=19.75 C(A)=1.65 P(W)=32.54 R(OHM)=11.992,
45,seq_0043,2022-07-31 11:23:13,473.17,3.23,32.25,Separate,55.75,10.53,6.0,V(V)=19.74 C(A)=1.65 P(W)=32.51 R(OHM)=11.981,
46,seq_0044,2022-07-31 11:24:13,473.19,3.29,32.91,Separate,56.23,10.53,6.0,V(V)=19.71 C(A)=1.65 P(W)=32.52 R(OHM)=11.952,
47,seq_0045,2022-07-31 11:25:13,473.27,3.36,33.56,Separate,56.69,10.53,6.0,V(V)=19.71 C(A)=1.65 P(W)=32.53 R(OHM)=11.940,
48,seq_0046,2022-07-31 11:26:13,473.21,3.42,34.21,Separate,56.93,10.53,6.0,V(V)=19.70 C(A)=1.65 P(W)=32.52 R(OHM)=11.932,
49,seq_0047,2022-07-31 11:27:13,473.3,3.49,34.86,Separate,56.95,10.53,6.0,V(V)=19.71 C(A)=1.65 P(W)=32.54 R(OHM)=11.937,
50,seq_0048,2022-07-31 11:28:13,473.25,3.55,35.51,Separate,57.56,10.53,6.0,V(V)=19.68 C(A)=1.65 P(W)=32.53 R(OHM)=11.910,
51,seq_0049,2022-07-31 11:29:14,473.21,3.62,36.17,Separate,56.01,10.53,6.0,V(V)=19.64 C(A)=1.66 P(W)=32.52 R(OHM)=11.858,
52,seq_0050,2022-07-31 11:30:13,473.19,3.68,36.81,Separate,56.44,10.53,6.0,V(V)=19.61 C(A)=1.66 P(W)=32.52 R(OHM)=11.826,
53,seq_0051,2022-07-31 11:31:14,473.27,3.75,37.47,Separate,55.9,10.53,6.0,V(V)=19.60 C(A)=1.66 P(W)=32.53 R(OHM)=11.810,
54,seq_0052,2022-07-31 11:32:13,473.27,3.81,38.11,Separate,56.19,10.53,6.0,V(V)=19.59 C(A)=1.66 P(W)=32.53 R(OHM)=11.795,
55,seq_0053,2022-07-31 11:33:14,473.31,3.88,38.77,Separate,55.7,10.53,6.0,V(V)=19.58 C(A)=1.66 P(W)=32.54 R(OHM)=11.777,
56,seq_0054,2022-07-31 11:34:13,473.26,3.94,39.41,Separate,56.09,10.53,6.0,V(V)=19.55 C(A)=1.66 P(W)=32.53 R(OHM)=11.747,
57,seq_0055,2022-07-31 11:35:13,473.23,4.01,40.06,Separate,55.77,10.53,6.0,V(V)=19.54 C(A)=1.66 P(W)=32.52 R(OHM)=11.736,
58,seq_0056,2022-07-31 11:36:13,473.21,4.07,40.71,Separate,55.68,10.53,6.0,V(V)=19.51 C(A)=1.67 P(W)=32.52 R(OHM)=11.710,
59,seq_0057,2022-07-31 11:37:13,473.17,4.14,41.36,Separate,55.62,10.53,6.0,V(V)=19.50 C(A)=1.67 P(W)=32.51 R(OHM)=11.697,
60,seq_0058,2022-07-31 11:38:13,473.17,4.2,42.01,Separate,55.5,10.53,6.0,V(V)=19.49 C(A)=1.67 P(W)=32.51 R(OHM)=11.680,
61,seq_0059,2022-07-31 11:39:14,473.1,4.27,42.67,Separate,55.13,10.53,6.0,V(V)=19.46 C(A)=1.67 P(W)=32.50 R(OHM)=11.658,
62,seq_0060,2022-07-31 11:40:14,473.15,4.33,43.32,Separate,55.09,10.53,6.0,V(V)=19.45 C(A)=1.67 P(W)=32.51 R(OHM)=11.639,
63,seq_0061,2022-07-31 11:41:14,473.08,4.4,43.97,Separate,54.37,10.53,6.0,V(V)=19.42 C(A)=1.67 P(W)=32.50 R(OHM)=11.609,
64,seq_0062,2022-07-31 11:42:13,473.12,4.46,44.61,Separate,54.73,10.53,6.0,V(V)=19.42 C(A)=1.67 P(W)=32.50 R(OHM)=11.598,
65,seq_0063,2022-07-31 11:43:14,473.12,4.53,45.27,Separate,53.76,10.53,6.0,V(V)=19.39 C(A)=1.68 P(W)=32.50 R(OHM)=11.564,
66,seq_0064,2022-07-31 11:44:13,473.25,4.59,45.91,Separate,54.08,10.53,6.0,V(V)=19.38 C(A)=1.68 P(W)=32.53 R(OHM)=11.551,
67,seq_0065,2022-07-31 11:45:14,473.21,4.66,46.57,Separate,53.85,10.53,6.0,V(V)=19.37 C(A)=1.68 P(W)=32.52 R(OHM)=11.532,
68,seq_0066,2022-07-31 11:46:14,473.2,4.72,47.22,Separate,53.79,10.53,6.0,V(V)=19.35 C(A)=1.68 P(W)=32.52 R(OHM)=11.516,
69,seq_0067,2022-07-31 11:47:14,473.18,4.79,47.88,Separate,53.64,10.53,6.0,V(V)=19.33 C(A)=1.68 P(W)=32.52 R(OHM)=11.493,
70,seq_0068,2022-07-31 11:48:13,473.2,4.85,48.51,Separate,54.1,10.53,6.0,V(V)=19.31 C(A)=1.68 P(W)=32.52 R(OHM)=11.468,
71,seq_0069,2022-07-31 11:49:13,473.13,4.92,49.17,Separate,54.28,10.53,6.0,V(V)=19.29 C(A)=1.69 P(W)=32.51 R(OHM)=11.448,
72,seq_0070,2022-07-31 11:50:14,473.22,4.98,49.83,Separate,54.13,10.53,6.0,V(V)=19.28 C(A)=1.69 P(W)=32.52 R(OHM)=11.435,
73,seq_0071,2022-07-31 11:51:13,473.12,5.05,50.47,Separate,54.93,10.53,6.0,V(V)=19.26 C(A)=1.69 P(W)=32.50 R(OHM)=11.408,
74,seq_0072,2022-07-31 11:52:13,473.15,5.11,51.12,Separate,54.98,10.53,6.0,V(V)=19.24 C(A)=1.69 P(W)=32.51 R(OHM)=11.390,
75,seq_0073,2022-07-31 11:53:13,473.18,5.18,51.77,Separate,55.69,10.53,6.0,V(V)=19.23 C(A)=1.69 P(W)=32.51 R(OHM)=11.367,
76,seq_0074,2022-07-31 11:54:14,473.1,5.24,52.43,Separate,55.63,10.53,6.0,V(V)=19.21 C(A)=1.69 P(W)=32.50 R(OHM)=11.350,
77,seq_0075,2022-07-31 11:55:13,473.22,5.31,53.07,Separate,56.26,10.53,6.0,V(V)=19.20 C(A)=1.69 P(W)=32.52 R(OHM)=11.337,
78,seq_0076,2022-07-31 11:56:13,473.17,5.37,53.72,Separate,56.42,10.53,6.0,V(V)=19.18 C(A)=1.70 P(W)=32.51 R(OHM)=11.316,
79,seq_0077,2022-07-31 11:57:13,473.08,5.44,54.37,Separate,56.94,10.53,6.0,V(V)=19.16 C(A)=1.70 P(W)=32.50 R(OHM)=11.295,
80,seq_0078,2022-07-31 11:58:13,473.04,5.5,55.02,Separate,57.24,10.53,6.0,V(V)=19.14 C(A)=1.70 P(W)=32.49 R(OHM)=11.271,
81,seq_0079,2022-07-31 11:59:13,473.12,5.57,55.67,Separate,57.23,10.53,6.0,V(V)=19.13 C(A)=1.70 P(W)=32.50 R(OHM)=11.255,
82,seq_0080,2022-07-31 12:00:13,473.16,5.63,56.32,Separate,57.74,10.53,6.0,V(V)=19.12 C(A)=1.70 P(W)=32.51 R(OHM)=11.244,
83,seq_0081,2022-07-31 12:01:13,473.13,5.7,56.97,Separate,57.67,10.53,6.0,V(V)=19.10 C(A)=1.70 P(W)=32.50 R(OHM)=11.227,
84,seq_0082,2022-07-31 12:02:14,473.02,5.76,57.63,Separate,57.7,10.53,6.0,V(V)=19.08 C(A)=1.70 P(W)=32.48 R(OHM)=11.205,
85,seq_0083,2022-07-31 12:03:14,473.08,5.83,58.28,Separate,57.59,10.53,6.0,V(V)=19.07 C(A)=1.70 P(W)=32.50 R(OHM)=11.192,
86,seq_0084,2022-07-31 12:04:13,473.14,5.89,58.92,Separate,57.78,10.53,6.0,V(V)=19.06 C(A)=1.71 P(W)=32.51 R(OHM)=11.172,
87,seq_0085,2022-07-31 12:05:14,473.13,5.96,59.58,Separate,57.7,10.53,6.0,V(V)=19.05 C(A)=1.71 P(W)=32.50 R(OHM)=11.159,
88,seq_0086,2022-07-31 12:06:14,473.16,6.02,60.23,Separate,57.65,10.53,6.0,V(V)=19.02 C(A)=1.71 P(W)=32.51 R(OHM)=11.132,
89,seq_0087,2022-07-31 12:07:14,473.23,6.09,60.88,Separate,57.71,10.53,6.0,V(V)=19.01 C(A)=1.71 P(W)=32.52 R(OHM)=11.112,
90,seq_0088,2022-07-31 12:08:14,473.1,6.15,61.53,Separate,57.58,10.53,6.0,V(V)=19.00 C(A)=1.71 P(W)=32.50 R(OHM)=11.104,
91,seq_0089,2022-07-31 12:09:13,473.17,6.22,62.17,Separate,57.77,10.53,6.0,V(V)=18.99 C(A)=1.71 P(W)=32.51 R(OHM)=11.092,
92,seq_0090,2022-07-31 12:10:13,473.09,6.28,62.82,Separate,57.56,10.53,6.0,V(V)=18.97 C(A)=1.71 P(W)=32.50 R(OHM)=11.071,
93,seq_0091,2022-07-31 12:11:13,473.14,6.35,63.47,Separate,57.63,10.53,6.0,V(V)=18.97 C(A)=1.71 P(W)=32.51 R(OHM)=11.066,
94,seq_0092,2022-07-31 12:12:13,473.01,6.41,64.12,Separate,57.86,10.53,6.0,V(V)=18.93 C(A)=1.72 P(W)=32.48 R(OHM)=11.036,
95,seq_0093,2022-07-31 12:13:14,473.11,6.48,64.79,Separate,57.59,10.53,6.0,V(V)=18.93 C(A)=1.72 P(W)=32.50 R(OHM)=11.025,
96,seq_0094,2022-07-31 12:14:13,472.96,6.54,65.43,Separate,57.63,10.53,6.0,V(V)=18.92 C(A)=1.72 P(W)=32.47 R(OHM)=11.021,
97,seq_0095,2022-07-31 12:15:13,473.07,6.61,66.08,Separate,57.58,10.53,6.0,V(V)=18.93 C(A)=1.72 P(W)=32.49 R(OHM)=11.025,
98,seq_0096,2022-07-31 12:16:13,473.1,6.67,66.73,Separate,57.75,10.53,6.0,V(V)=18.89 C(A)=1.72 P(W)=32.50 R(OHM)=10.983,
99,seq_0097,2022-07-31 12:17:14,473.07,6.74,67.39,Separate,57.48,10.53,6.0,V(V)=18.88 C(A)=1.72 P(W)=32.49 R(OHM)=10.966,
100,seq_0098,2022-07-31 12:18:13,473.1,6.8,68.03,Separate,57.79,10.53,6.0,V(V)=18.87 C(A)=1.72 P(W)=32.50 R(OHM)=10.952,
101,seq_0099,2022-07-31 12:19:14,473.08,6.87,68.69,Separate,57.41,10.53,6.0,V(V)=18.85 C(A)=1.72 P(W)=32.50 R(OHM)=10.932,
102,seq_0100,2022-07-31 12:20:13,473.11,6.93,69.33,Separate,57.82,10.53,6.0,V(V)=18.83 C(A)=1.73 P(W)=32.50 R(OHM)=10.910,
103,seq_0101,2022-07-31 12:21:14,473.13,7.0,69.99,Separate,57.58,10.53,6.0,V(V)=18.83 C(A)=1.73 P(W)=32.50 R(OHM)=10.904,
104,seq_0102,2022-07-31 12:22:14,473.03,7.06,70.64,Separate,57.55,10.53,6.0,V(V)=18.81 C(A)=1.73 P(W)=32.49 R(OHM)=10.888,
105,seq_0103,2022-07-31 12:23:13,473.06,7.13,71.28,Separate,57.76,10.53,6.0,V(V)=18.80 C(A)=1.73 P(W)=32.49 R(OHM)=10.876,
106,seq_0104,2022-07-31 12:24:13,473.1,7.19,71.93,Separate,56.09,10.53,6.0,V(V)=18.80 C(A)=1.73 P(W)=32.50 R(OHM)=10.873,
